"Category","City","Country","Customer Name","Manufacturer","Order Date","Order ID","Postal Code","Product Name","Region","Segment","Ship Date","Ship Mode","State","Sub-Category","Discount","Number of Records","Profit","Profit Ratio","Quantity","Sales","Column22","Profit_Amount","Formatted_Order_Date","Sales_Amount","Profit_Amount:1","Formatted_Order_Date:1"
Technology,Milford,United States,Rick Bensley,Microsoft,"3/10/13",CA-2013-120803,6460,Microsoft Sculpt Comfort Mouse,East,Home Office,"3/14/13",Standard Class,Connecticut,Accessories,"0%",1,US$88 ,"44%",5,US$200 ,"",88,"2013-10-03",200,88,"2013-10-03"
Office Supplies,Los Angeles,United States,Karen Ferguson,REDIFORM,"3/11/13",CA-2013-159016,90008,Rediform Voice Mail Log Books,West,Home Office,"3/12/13",First Class,California,Paper,"0%",1,US$7 ,"48%",5,US$15 ,"",7,"2013-11-03",15,7,"2013-11-03"
Technology,Los Angeles,United States,Karen Ferguson,Apple,"3/11/13",CA-2013-159016,90008,Apple iPhone 5,West,Home Office,"3/12/13",First Class,California,Phones,"20%",1,US$364 ,"9%",8,"US$4,159 ","",364,"2013-11-03",4,364,"2013-11-03"
Technology,Los Angeles,United States,Rick Huthwaite,Kingston,"3/11/13",CA-2013-169663,90045,Kingston Digital DataTraveler 16GB USB 2.0,West,Home Office,"3/14/13",First Class,California,Accessories,"0%",1,US$5 ,"19%",3,US$27 ,"",5,"2013-11-03",27,5,"2013-11-03"
Technology,Los Angeles,United States,Rick Huthwaite,Okidata,"3/11/13",CA-2013-169663,90045,Okidata MB760 Printer,West,Home Office,"3/14/13",First Class,California,Machines,"20%",1,US$378 ,"11%",3,"US$3,358 ","",378,"2013-11-03",3,378,"2013-11-03"
Office Supplies,Glendale,United States,Maya Herman,Other,"3/11/13",CA-2013-108959,85301,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",West,Corporate,"3/15/13",Second Class,Arizona,Storage,"20%",1,US$7 ,"6%",1,US$105 ,"",7,"2013-11-03",105,7,"2013-11-03"
Technology,Philadelphia,United States,Bryan Davis,Plantronics,"3/11/13",US-2013-122182,19143,Plantronics Audio 478 Stereo USB Headset,East,Consumer,"3/15/13",Standard Class,Pennsylvania,Accessories,"20%",1,US$7 ,"19%",1,US$40 ,"",7,"2013-11-03",40,7,"2013-11-03"
Furniture,Long Beach,United States,Caroline Jumper,O'Sullivan,"3/11/13",US-2013-112977,11561,O'Sullivan Living Dimensions 5-Shelf Bookcases,East,Consumer,"3/17/13",Standard Class,New York,Bookcases,"20%",1,(US$22),-13%,1,US$177 ,"",-22,"2013-11-03",177,-22,"2013-11-03"
Furniture,Philadelphia,United States,Brad Thomas,DAX,"3/12/13",CA-2013-122511,19140,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",East,Home Office,"3/12/13",Same Day,Pennsylvania,Furnishings,"20%",1,US$9 ,"31%",4,US$30 ,"",9,"2013-12-03",30,9,"2013-12-03"
Office Supplies,Eagan,United States,Odella Nelson,Wilson Jones,"3/12/13",CA-2013-118255,55122,Wilson Jones Leather-Like Binders with DublLock Round Rings,Central,Corporate,"3/14/13",First Class,Minnesota,Binders,"0%",1,US$8 ,"47%",2,US$17 ,"",8,"2013-12-03",17,8,"2013-12-03"
Technology,Eagan,United States,Odella Nelson,Verbatim,"3/12/13",CA-2013-118255,55122,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Central,Corporate,"3/14/13",First Class,Minnesota,Accessories,"0%",1,US$20 ,"43%",2,US$46 ,"",20,"2013-12-03",46,20,"2013-12-03"
Furniture,Vineland,United States,Mick Brown,Chromcraft,"3/12/13",US-2013-128902,8360,Chromcraft Round Conference Tables,East,Consumer,"3/16/13",Standard Class,New Jersey,Tables,"30%",1,(US$31),-13%,2,US$244 ,"",-31,"2013-12-03",244,-31,"2013-12-03"
Furniture,Columbus,United States,Julie Prescott,Executive Impressions,"3/12/13",CA-2013-146171,31907,"Executive Impressions 13"" Clairmont Wall Clock",South,Home Office,"3/16/13",Standard Class,Georgia,Furnishings,"0%",1,US$32 ,"41%",4,US$77 ,"",32,"2013-12-03",77,32,"2013-12-03"
Office Supplies,Columbus,United States,Julie Prescott,Iceberg,"3/12/13",CA-2013-146171,31907,Iceberg Mobile Mega Data/Printer Cart,South,Home Office,"3/16/13",Standard Class,Georgia,Storage,"0%",1,US$125 ,"26%",4,US$481 ,"",125,"2013-12-03",481,125,"2013-12-03"
Furniture,San Francisco,United States,Dean Katz,Hon,"3/13/13",CA-2013-127138,94109,Hon 4070 Series Pagoda Round Back Stacking Chairs,West,Corporate,"3/16/13",Second Class,California,Chairs,"20%",1,US$77 ,"10%",3,US$770 ,"",77,"2013-13-03",770,77,"2013-13-03"
Office Supplies,San Francisco,United States,Dean Katz,Euro Pro,"3/13/13",CA-2013-127138,94109,Euro-Pro Shark Turbo Vacuum,West,Corporate,"3/16/13",Second Class,California,Appliances,"0%",1,US$40 ,"26%",5,US$155 ,"",40,"2013-13-03",155,40,"2013-13-03"
Office Supplies,San Francisco,United States,Dean Katz,Other,"3/13/13",CA-2013-127138,94109,Security-Tint Envelopes,West,Corporate,"3/16/13",Second Class,California,Envelopes,"0%",1,US$15 ,"49%",4,US$31 ,"",15,"2013-13-03",31,15,"2013-13-03"
Office Supplies,San Francisco,United States,Dean Katz,Tennsco,"3/13/13",CA-2013-127138,94109,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",West,Corporate,"3/16/13",Second Class,California,Storage,"0%",1,US$7 ,"1%",5,US$677 ,"",7,"2013-13-03",677,7,"2013-13-03"
Office Supplies,New York City,United States,Clytie Kelty,Other,"3/13/13",CA-2013-119683,10024,Staples,East,Consumer,"3/17/13",Second Class,New York,Envelopes,"0%",1,US$13 ,"46%",3,US$29 ,"",13,"2013-13-03",29,13,"2013-13-03"
Office Supplies,Los Angeles,United States,Scot Wooten,Hammermil,"3/13/13",US-2013-119270,90036,Hammermill Color Copier Paper (28Lb. and 96 Bright),West,Consumer,"3/17/13",Standard Class,California,Paper,"0%",1,US$9 ,"45%",2,US$20 ,"",9,"2013-13-03",20,9,"2013-13-03"
Office Supplies,Monroe,United States,Mike Caudle,Xerox,"3/13/13",CA-2013-115504,71203,Xerox 218,South,Corporate,"3/18/13",Standard Class,Louisiana,Paper,"0%",1,US$6 ,"48%",2,US$13 ,"",6,"2013-13-03",13,6,"2013-13-03"
Furniture,Philadelphia,United States,Stewart Carmichael,SAFCO,"3/14/13",US-2013-114013,19134,SAFCO Arco Folding Chair,East,Corporate,"3/16/13",Second Class,Pennsylvania,Chairs,"30%",1,(US$6),-1%,2,US$387 ,"",-6,"2013-14-03",387,-6,"2013-14-03"
Furniture,San Francisco,United States,Edward Hooks,Westinghouse,"3/14/13",CA-2013-136301,94109,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",West,Corporate,"3/16/13",Second Class,California,Furnishings,"0%",1,US$7 ,"26%",2,US$28 ,"",7,"2013-14-03",28,7,"2013-14-03"
Office Supplies,Philadelphia,United States,Stewart Carmichael,GBC,"3/14/13",US-2013-114013,19134,GBC VeloBind Cover Sets,East,Corporate,"3/16/13",Second Class,Pennsylvania,Binders,"70%",1,(US$15),-67%,5,US$23 ,"",-15,"2013-14-03",23,-15,"2013-14-03"
Office Supplies,Philadelphia,United States,Stewart Carmichael,Ibico,"3/14/13",US-2013-114013,19134,Ibico EB-19 Dual Function Manual Binding System,East,Corporate,"3/16/13",Second Class,Pennsylvania,Binders,"70%",1,(US$42),-80%,1,US$52 ,"",-42,"2013-14-03",52,-42,"2013-14-03"
Office Supplies,Philadelphia,United States,Stewart Carmichael,Other,"3/14/13",US-2013-114013,19134,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",East,Corporate,"3/16/13",Second Class,Pennsylvania,Paper,"20%",1,US$14 ,"34%",5,US$41 ,"",14,"2013-14-03",41,14,"2013-14-03"
Office Supplies,Philadelphia,United States,Stewart Carmichael,SAFCO,"3/14/13",US-2013-114013,19134,"SAFCO Commercial Wire Shelving, Black",East,Corporate,"3/16/13",Second Class,Pennsylvania,Storage,"20%",1,(US$138),-25%,5,US$553 ,"",-138,"2013-14-03",553,-138,"2013-14-03"
Office Supplies,Philadelphia,United States,Stewart Carmichael,Space Solutions,"3/14/13",US-2013-114013,19134,Space Solutions Industrial Galvanized Steel Shelving.,East,Corporate,"3/16/13",Second Class,Pennsylvania,Storage,"20%",1,(US$28),-23%,2,US$126 ,"",-28,"2013-14-03",126,-28,"2013-14-03"
Office Supplies,San Francisco,United States,Edward Hooks,Other,"3/14/13",CA-2013-136301,94109,High Speed Automatic Electric Letter Opener,West,Corporate,"3/16/13",Second Class,California,Supplies,"0%",1,US$197 ,"4%",3,"US$4,913 ","",197,"2013-14-03",4,197,"2013-14-03"
Technology,Philadelphia,United States,Stewart Carmichael,Kensington,"3/14/13",US-2013-114013,19134,Kensington Expert Mouse Optical USB Trackball for PC or Mac,East,Corporate,"3/16/13",Second Class,Pennsylvania,Accessories,"20%",1,US$47 ,"13%",5,US$380 ,"",47,"2013-14-03",380,47,"2013-14-03"
Technology,Philadelphia,United States,Stewart Carmichael,Okidata,"3/14/13",US-2013-114013,19134,Okidata MB491 Multifunction Printer,East,Corporate,"3/16/13",Second Class,Pennsylvania,Machines,"70%",1,(US$644),-143%,3,US$449 ,"",-644,"2013-14-03",449,-644,"2013-14-03"
Technology,Philadelphia,United States,Stewart Carmichael,Polycom,"3/14/13",US-2013-114013,19134,Polycom CX600 IP Phone VoIP phone,East,Corporate,"3/16/13",Second Class,Pennsylvania,Phones,"40%",1,(US$117),-22%,3,US$540 ,"",-117,"2013-14-03",540,-117,"2013-14-03"
Office Supplies,Scottsdale,United States,Tamara Willingham,Belkin,"3/14/13",CA-2013-158834,85254,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,West,Home Office,"3/17/13",First Class,Arizona,Appliances,"20%",1,US$18 ,"11%",5,US$158 ,"",18,"2013-14-03",158,18,"2013-14-03"
Technology,Scottsdale,United States,Tamara Willingham,Jabra,"3/14/13",CA-2013-158834,85254,Jabra BIZ 2300 Duo QD Duo Corded Headset,West,Home Office,"3/17/13",First Class,Arizona,Phones,"20%",1,US$15 ,"8%",2,US$203 ,"",15,"2013-14-03",203,15,"2013-14-03"
Furniture,San Antonio,United States,Liz Thompson,Hon,"3/14/13",CA-2013-159373,78207,Hon Non-Folding Utility Tables,Central,Consumer,"3/19/13",Standard Class,Texas,Tables,"30%",1,US$0 ,"0%",5,US$558 ,"",0,"2013-14-03",558,0,"2013-14-03"
Furniture,Waynesboro,United States,Adam Bellavance,Howard Miller,"3/14/13",US-2013-108637,22980,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",South,Home Office,"3/19/13",Standard Class,Virginia,Furnishings,"0%",1,US$41 ,"32%",2,US$128 ,"",41,"2013-14-03",128,41,"2013-14-03"
Office Supplies,San Antonio,United States,Liz Thompson,Other,"3/14/13",CA-2013-159373,78207,Insertable Tab Indexes For Data Binders,Central,Consumer,"3/19/13",Standard Class,Texas,Binders,"80%",1,(US$2),-170%,2,US$1 ,"",-2,"2013-14-03",1,-2,"2013-14-03"
Office Supplies,San Antonio,United States,Liz Thompson,TOPS,"3/14/13",CA-2013-159373,78207,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",Central,Consumer,"3/19/13",Standard Class,Texas,Paper,"20%",1,US$25 ,"35%",5,US$70 ,"",25,"2013-14-03",70,25,"2013-14-03"
Office Supplies,Waynesboro,United States,Adam Bellavance,Eureka,"3/14/13",US-2013-108637,22980,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",South,Home Office,"3/19/13",Standard Class,Virginia,Appliances,"0%",1,US$45 ,"28%",2,US$160 ,"",45,"2013-14-03",160,45,"2013-14-03"
Office Supplies,Waynesboro,United States,Adam Bellavance,Ibico,"3/14/13",US-2013-108637,22980,Ibico Covers for Plastic or Wire Binding Elements,South,Home Office,"3/19/13",Standard Class,Virginia,Binders,"0%",1,US$21 ,"45%",4,US$46 ,"",21,"2013-14-03",46,21,"2013-14-03"
Office Supplies,Riverside,United States,Dennis Bolton,Cardinal,"3/14/13",CA-2013-119123,92503,Cardinal EasyOpen D-Ring Binders,West,Home Office,"3/19/13",Standard Class,California,Binders,"20%",1,US$19 ,"38%",7,US$51 ,"",19,"2013-14-03",51,19,"2013-14-03"
Furniture,Seattle,United States,Muhammed MacIntyre,Global,"3/15/13",CA-2013-124793,98103,"Global High-Back Leather Tilter, Burgundy",West,Corporate,"3/17/13",First Class,Washington,Chairs,"20%",1,(US$22),-11%,2,US$197 ,"",-22,"2013-15-03",197,-22,"2013-15-03"
Furniture,Harlingen,United States,John Stevenson,SAFCO,"3/15/13",CA-2013-162082,78550,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Central,Consumer,"3/18/13",First Class,Texas,Bookcases,"32%",1,(US$14),-6%,5,US$241 ,"",-14,"2013-15-03",241,-14,"2013-15-03"
Office Supplies,Harlingen,United States,John Stevenson,Boston,"3/15/13",CA-2013-162082,78550,"BOSTON Ranger #55 Pencil Sharpener, Black",Central,Consumer,"3/18/13",First Class,Texas,Art,"20%",1,US$16 ,"11%",7,US$146 ,"",16,"2013-15-03",146,16,"2013-15-03"
Office Supplies,Harlingen,United States,John Stevenson,Xerox,"3/15/13",CA-2013-162082,78550,Xerox 1993,Central,Consumer,"3/18/13",First Class,Texas,Paper,"20%",1,US$2 ,"36%",1,US$5 ,"",2,"2013-15-03",5,2,"2013-15-03"
Furniture,Columbus,United States,Henia Zydlo,Advantus,"3/15/13",US-2013-154361,43229,Advantus Panel Wall Acrylic Frame,East,Consumer,"3/20/13",Standard Class,Ohio,Furnishings,"20%",1,US$6 ,"29%",5,US$22 ,"",6,"2013-15-03",22,6,"2013-15-03"
Furniture,Green Bay,United States,Sibella Parks,Westinghouse,"3/15/13",CA-2013-102134,54302,Westinghouse Clip-On Gooseneck Lamps,Central,Corporate,"3/20/13",Standard Class,Wisconsin,Furnishings,"0%",1,US$4 ,"26%",2,US$17 ,"",4,"2013-15-03",17,4,"2013-15-03"
Office Supplies,Redwood City,United States,Stephanie Phelps,Wilson Jones,"3/15/13",CA-2013-133802,94061,Wilson Jones Leather-Like Binders with DublLock Round Rings,West,Corporate,"3/21/13",Standard Class,California,Binders,"20%",1,US$14 ,"34%",6,US$42 ,"",14,"2013-15-03",42,14,"2013-15-03"
Furniture,San Francisco,United States,Fred Chung,Global,"3/16/13",CA-2013-138968,94110,Global Comet Stacking Arm Chair,West,Corporate,"3/17/13",First Class,California,Chairs,"20%",1,US$85 ,"6%",4,"US$1,352 ","",85,"2013-16-03",1,85,"2013-16-03"
Office Supplies,San Francisco,United States,Fred Chung,Avery,"3/16/13",CA-2013-138968,94110,Avery Round Ring Poly Binders,West,Corporate,"3/17/13",First Class,California,Binders,"20%",1,US$2 ,"36%",2,US$5 ,"",2,"2013-16-03",5,2,"2013-16-03"
Furniture,Bryan,United States,Muhammed Yedwab,Novimex,"3/16/13",CA-2013-149272,77803,Novimex Swivel Fabric Task Chair,Central,Corporate,"3/20/13",Standard Class,Texas,Chairs,"30%",1,(US$143),-27%,5,US$528 ,"",-143,"2013-16-03",528,-143,"2013-16-03"
Office Supplies,Bryan,United States,Muhammed Yedwab,GBC,"3/16/13",CA-2013-149272,77803,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Central,Corporate,"3/20/13",Standard Class,Texas,Binders,"80%",1,(US$36),-160%,7,US$22 ,"",-36,"2013-16-03",22,-36,"2013-16-03"
Office Supplies,Jackson,United States,Sanjit Jacobs,Xerox,"3/16/13",CA-2013-140571,39212,Xerox 1964,South,Home Office,"3/20/13",Standard Class,Mississippi,Paper,"0%",1,US$21 ,"46%",2,US$46 ,"",21,"2013-16-03",46,21,"2013-16-03"
Office Supplies,Jackson,United States,Sanjit Jacobs,Xerox,"3/16/13",CA-2013-140571,39212,Xerox 1964,South,Home Office,"3/20/13",Standard Class,Mississippi,Paper,"0%",1,US$147 ,"46%",14,US$320 ,"",147,"2013-16-03",320,147,"2013-16-03"
Technology,Philadelphia,United States,Paul Lucas,Other,"3/16/13",US-2013-113509,19143,V7 USB Numeric Keypad,East,Home Office,"3/20/13",Standard Class,Pennsylvania,Accessories,"20%",1,(US$14),-16%,3,US$84 ,"",-14,"2013-16-03",84,-14,"2013-16-03"
Furniture,Columbia,United States,Gary Zandusky,Electrix,"3/18/13",CA-2013-131737,21044,Electrix Halogen Magnifier Lamp,East,Consumer,"3/18/13",Same Day,Maryland,Furnishings,"0%",1,US$253 ,"26%",5,US$972 ,"",253,"2013-18-03",972,253,"2013-18-03"
Office Supplies,Columbia,United States,Gary Zandusky,Honeywell,"3/18/13",CA-2013-131737,21044,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,East,Consumer,"3/18/13",Same Day,Maryland,Appliances,"0%",1,US$298 ,"33%",3,US$902 ,"",298,"2013-18-03",902,298,"2013-18-03"
Office Supplies,Newark,United States,Vivian Mathis,Acco,"3/18/13",CA-2013-115476,19711,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",East,Consumer,"3/18/13",Same Day,Delaware,Binders,"0%",1,US$16 ,"49%",2,US$33 ,"",16,"2013-18-03",33,16,"2013-18-03"
Office Supplies,Columbia,United States,Gary Zandusky,Other,"3/18/13",CA-2013-131737,21044,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",East,Consumer,"3/18/13",Same Day,Maryland,Envelopes,"0%",1,US$90 ,"45%",5,US$200 ,"",90,"2013-18-03",200,90,"2013-18-03"
Technology,Newark,United States,Vivian Mathis,Plantronics,"3/18/13",CA-2013-115476,19711,Plantronics Voyager Pro HD - Bluetooth Headset,East,Consumer,"3/18/13",Same Day,Delaware,Phones,"0%",1,US$62 ,"48%",2,US$130 ,"",62,"2013-18-03",130,62,"2013-18-03"
Technology,San Francisco,United States,Anna Chung,Other,"3/18/13",CA-2013-134544,94109,i.Sound Portable Power - 8000 mAh,West,Consumer,"3/20/13",Second Class,California,Phones,"20%",1,(US$20),-24%,2,US$85 ,"",-20,"2013-18-03",85,-20,"2013-18-03"
Office Supplies,Malden,United States,Christine Sundaresam,Newell,"3/18/13",CA-2013-128111,2148,Newell 345,East,Consumer,"3/24/13",Standard Class,Massachusetts,Art,"0%",1,US$10 ,"26%",2,US$40 ,"",10,"2013-18-03",40,10,"2013-18-03"
Office Supplies,Columbia,United States,Dave Brooks,Hoover,"3/19/13",CA-2013-113292,38401,Hoover WindTunnel Plus Canister Vacuum,South,Consumer,"3/21/13",Second Class,Tennessee,Appliances,"20%",1,US$87 ,"10%",3,US$872 ,"",87,"2013-19-03",872,87,"2013-19-03"
Furniture,Memphis,United States,Rose O'Brian,Balt,"3/19/13",US-2013-120929,38109,Balt Solid Wood Rectangular Table,South,Consumer,"3/22/13",Second Class,Tennessee,Tables,"40%",1,(US$95),-50%,3,US$190 ,"",-95,"2013-19-03",190,-95,"2013-19-03"
Furniture,Oceanside,United States,Susan Vittorini,GE,"3/20/13",CA-2013-136371,11572,"GE 4 Foot Flourescent Tube, 40 Watt",East,Consumer,"3/22/13",Second Class,New York,Furnishings,"0%",1,US$7 ,"46%",1,US$15 ,"",7,"2013-20-03",15,7,"2013-20-03"
Furniture,Oceanside,United States,Susan Vittorini,Master Caster,"3/20/13",CA-2013-136371,11572,"Master Caster Door Stop, Brown",East,Consumer,"3/22/13",Second Class,New York,Furnishings,"0%",1,US$7 ,"34%",4,US$20 ,"",7,"2013-20-03",20,7,"2013-20-03"
Furniture,Littleton,United States,Bobby Trafton,Atlantic,"3/20/13",CA-2013-106383,80122,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",West,Consumer,"3/22/13",Second Class,Colorado,Bookcases,"70%",1,(US$99),-137%,1,US$72 ,"",-99,"2013-20-03",72,-99,"2013-20-03"
Office Supplies,Nashville,United States,Corey Catlett,Ibico,"3/20/13",CA-2013-118178,37211,Ibico Recycled Grain-Textured Covers,South,Corporate,"3/25/13",Standard Class,Tennessee,Binders,"70%",1,(US$21),-67%,3,US$31 ,"",-21,"2013-20-03",31,-21,"2013-20-03"
Technology,Evanston,United States,Peter Bühler,Belkin,"3/21/13",CA-2013-150889,60201,Belkin iPhone and iPad Lightning Cable,Central,Consumer,"3/23/13",Second Class,Illinois,Phones,"20%",1,US$1 ,"7%",1,US$12 ,"",1,"2013-21-03",12,1,"2013-21-03"
Furniture,Saint Peters,United States,Robert Dilbeck,Chromcraft,"3/21/13",CA-2013-127670,63376,Chromcraft Round Conference Tables,Central,Home Office,"3/25/13",Standard Class,Missouri,Tables,"0%",1,US$146 ,"21%",4,US$697 ,"",146,"2013-21-03",697,146,"2013-21-03"
Office Supplies,Salem,United States,Zuschuss Carroll,Other,"3/21/13",US-2013-156986,97301,Clear Mylar Reinforcing Strips,West,Consumer,"3/25/13",Standard Class,Oregon,Binders,"70%",1,(US$13),-77%,3,US$17 ,"",-13,"2013-21-03",17,-13,"2013-21-03"
Office Supplies,Salem,United States,Zuschuss Carroll,Xerox,"3/21/13",US-2013-156986,97301,Xerox 1894,West,Consumer,"3/25/13",Standard Class,Oregon,Paper,"20%",1,US$4 ,"35%",2,US$10 ,"",4,"2013-21-03",10,4,"2013-21-03"
Office Supplies,Salem,United States,Zuschuss Carroll,Xerox,"3/21/13",US-2013-156986,97301,Xerox 225,West,Consumer,"3/25/13",Standard Class,Oregon,Paper,"20%",1,US$7 ,"35%",4,US$21 ,"",7,"2013-21-03",21,7,"2013-21-03"
Technology,Salem,United States,Zuschuss Carroll,Other,"3/21/13",US-2013-156986,97301,i.Sound Portable Power - 8000 mAh,West,Consumer,"3/25/13",Standard Class,Oregon,Phones,"20%",1,(US$20),-24%,2,US$85 ,"",-20,"2013-21-03",85,-20,"2013-21-03"
Furniture,Gulfport,United States,Aaron Hawkins,Eldon,"3/21/13",CA-2013-162747,39503,"Eldon Image Series Desk Accessories, Ebony",South,Corporate,"3/26/13",Second Class,Mississippi,Furnishings,"0%",1,US$38 ,"44%",7,US$86 ,"",38,"2013-21-03",86,38,"2013-21-03"
Furniture,Houston,United States,Dario Medina,SAFCO,"3/22/13",CA-2013-163153,77036,Safco Drafting Table,Central,Corporate,"3/26/13",Standard Class,Texas,Tables,"30%",1,(US$1),-1%,2,US$99 ,"",-1,"2013-22-03",99,-1,"2013-22-03"
Office Supplies,Houston,United States,Dario Medina,Prang,"3/22/13",CA-2013-163153,77036,Prang Dustless Chalk Sticks,Central,Corporate,"3/26/13",Standard Class,Texas,Art,"20%",1,US$1 ,"38%",1,US$1 ,"",1,"2013-22-03",1,1,"2013-22-03"
Furniture,Chicago,United States,Kean Takahito,Global,"3/22/13",US-2013-133879,60623,"Global Airflow Leather Mesh Back Chair, Black",Central,Consumer,"3/29/13",Standard Class,Illinois,Chairs,"30%",1,US$0 ,"0%",5,US$528 ,"",0,"2013-22-03",528,0,"2013-22-03"
Office Supplies,Chicago,United States,Kean Takahito,Newell,"3/22/13",US-2013-133879,60623,Newell 33,Central,Consumer,"3/29/13",Standard Class,Illinois,Art,"20%",1,US$2 ,"11%",3,US$13 ,"",2,"2013-22-03",13,2,"2013-22-03"
Office Supplies,Chicago,United States,Kean Takahito,Avery,"3/22/13",US-2013-133879,60623,Avery Durable Slant Ring Binders,Central,Consumer,"3/29/13",Standard Class,Illinois,Binders,"80%",1,(US$5),-150%,2,US$3 ,"",-5,"2013-22-03",3,-5,"2013-22-03"
Furniture,Seattle,United States,Marc Crier,Global,"3/23/13",CA-2013-118899,98103,"Global Stack Chair with Arms, Black",West,Consumer,"3/23/13",Same Day,Washington,Chairs,"20%",1,US$15 ,"9%",7,US$168 ,"",15,"2013-23-03",168,15,"2013-23-03"
Technology,North Las Vegas,United States,Robert Barroso,Logitech,"3/23/13",CA-2013-107615,89031,Logitech ClearChat Comfort/USB Headset H390,West,Corporate,"3/26/13",First Class,Nevada,Accessories,"0%",1,US$19 ,"33%",2,US$59 ,"",19,"2013-23-03",59,19,"2013-23-03"
Furniture,Cleveland,United States,Dan Campbell,O'Sullivan,"3/25/13",CA-2013-130911,44105,O'Sullivan Living Dimensions 3-Shelf Bookcases,East,Consumer,"3/27/13",Second Class,Ohio,Bookcases,"50%",1,(US$241),-80%,3,US$301 ,"",-241,"2013-25-03",301,-241,"2013-25-03"
Office Supplies,Cleveland,United States,Dan Campbell,Hunt,"3/25/13",CA-2013-130911,44105,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",East,Consumer,"3/27/13",Second Class,Ohio,Art,"20%",1,US$2 ,"9%",2,US$19 ,"",2,"2013-25-03",19,2,"2013-25-03"
Office Supplies,Richmond,United States,Vivek Grady,Other,"3/25/13",CA-2013-113803,47374,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",Central,Corporate,"3/27/13",First Class,Indiana,Paper,"0%",1,US$10 ,"46%",1,US$22 ,"",10,"2013-25-03",22,10,"2013-25-03"
Technology,Gresham,United States,Dan Reichenbach,Other,"3/25/13",US-2013-164189,97030,BlackBerry Q10,West,Corporate,"3/29/13",Standard Class,Oregon,Phones,"20%",1,US$25 ,"6%",4,US$403 ,"",25,"2013-25-03",403,25,"2013-25-03"
Technology,Norman,United States,Toby Braunhardt,Logitech,"3/26/13",CA-2013-134887,73071,Logitech P710e Mobile Speakerphone,Central,Consumer,"3/26/13",Same Day,Oklahoma,Accessories,"0%",1,US$245 ,"19%",5,"US$1,287 ","",245,"2013-26-03",1,245,"2013-26-03"
Office Supplies,New York City,United States,Damala Kotsonis,Newell,"3/26/13",CA-2013-120082,10024,Newell 319,East,Corporate,"3/28/13",Second Class,New York,Art,"0%",1,US$18 ,"30%",3,US$60 ,"",18,"2013-26-03",60,18,"2013-26-03"
Office Supplies,Jacksonville,United States,Dean Braden,Tenex,"3/27/13",US-2013-162677,28540,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",South,Consumer,"3/28/13",First Class,North Carolina,Storage,"20%",1,US$6 ,"9%",5,US$68 ,"",6,"2013-27-03",68,6,"2013-27-03"
Technology,Jacksonville,United States,Dean Braden,Other,"3/27/13",US-2013-162677,28540,Case Logic 2.4GHz Wireless Keyboard,South,Consumer,"3/28/13",First Class,North Carolina,Accessories,"20%",1,(US$18),-15%,3,US$120 ,"",-18,"2013-27-03",120,-18,"2013-27-03"
Office Supplies,Pocatello,United States,Mark Van Huff,Wilson Jones,"3/27/13",CA-2013-161361,83201,"Wilson Jones Hanging View Binder, White, 1""",West,Consumer,"3/29/13",Second Class,Idaho,Binders,"20%",1,US$6 ,"33%",3,US$17 ,"",6,"2013-27-03",17,6,"2013-27-03"
Office Supplies,Pocatello,United States,Mark Van Huff,Adams,"3/27/13",CA-2013-161361,83201,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",West,Consumer,"3/29/13",Second Class,Idaho,Paper,"0%",1,US$9 ,"49%",3,US$18 ,"",9,"2013-27-03",18,9,"2013-27-03"
Office Supplies,New York City,United States,Sibella Parks,Gould Plastics,"3/27/13",CA-2013-123666,10011,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",East,Corporate,"3/31/13",Standard Class,New York,Storage,"0%",1,US$18 ,"4%",5,US$460 ,"",18,"2013-27-03",460,18,"2013-27-03"
Furniture,Columbus,United States,David Smith,DAX,"3/28/13",CA-2013-119074,31907,DAX Two-Tone Silver Metal Document Frame,South,Corporate,"4/1/13",Standard Class,Georgia,Furnishings,"0%",1,US$9 ,"43%",1,US$20 ,"",9,"2013-28-03",20,9,"2013-28-03"
